#"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014",,,,,
#% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW),,,,,
#"% s.d., standard deviation, nan, not determined",,,,,
#% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details,,,,,
#wavelength (nm),wavenumber (1/cm),PsiS (1/m*L/g) NaCl,s.d. (1/m*L/g) NaCl,PsiS (1/m*L/g) ASW,s.d. (1/m*L/g) ASW
11138,897.827,nan,nan,-7.41E+01,nan
11140,897.666,nan,nan,-7.42E+01,nan
11142,897.505,nan,nan,-7.44E+01,nan
11144,897.344,nan,nan,-7.45E+01,nan
11146,897.183,nan,nan,-7.47E+01,nan
11148,897.022,nan,nan,-7.48E+01,nan
11150,896.861,nan,nan,-7.50E+01,nan
11152,896.7,nan,nan,-7.51E+01,nan
11154,896.539,nan,nan,-7.53E+01,nan
11156,896.379,nan,nan,-7.54E+01,nan
11158,896.218,nan,nan,-7.56E+01,nan
11160,896.057,nan,nan,-7.57E+01,nan
11162,895.897,nan,nan,-7.59E+01,nan
11164,895.736,nan,nan,-7.60E+01,nan
11166,895.576,nan,nan,-7.62E+01,nan
11168,895.415,nan,nan,-7.63E+01,nan
11170,895.255,nan,nan,-7.65E+01,nan
11172,895.095,nan,nan,-7.66E+01,nan
11174,894.935,nan,nan,-7.68E+01,nan
11176,894.775,nan,nan,-7.69E+01,nan
11178,894.614,nan,nan,-7.71E+01,nan
11180,894.454,nan,nan,-7.72E+01,nan
11182,894.294,nan,nan,-7.73E+01,nan
11184,894.134,nan,nan,-7.75E+01,nan
11186,893.975,nan,nan,-7.76E+01,nan
11188,893.815,nan,nan,-7.78E+01,nan
11190,893.655,nan,nan,-7.79E+01,nan
11192,893.495,nan,nan,-7.81E+01,nan
11194,893.336,nan,nan,-7.82E+01,nan
11196,893.176,nan,nan,-7.84E+01,nan
11198,893.017,nan,nan,-7.85E+01,nan
11200,892.857,nan,nan,-7.86E+01,nan
11202,892.698,nan,nan,-7.88E+01,nan
11204,892.538,nan,nan,-7.89E+01,nan
11206,892.379,nan,nan,-7.91E+01,nan
11208,892.22,nan,nan,-7.92E+01,nan
11210,892.061,nan,nan,-7.93E+01,nan
11212,891.902,nan,nan,-7.95E+01,nan
11214,891.742,nan,nan,-7.96E+01,nan
11216,891.583,nan,nan,-7.98E+01,nan
11218,891.424,nan,nan,-7.99E+01,nan
11220,891.266,nan,nan,-8.00E+01,nan
11222,891.107,nan,nan,-8.02E+01,nan
11224,890.948,nan,nan,-8.03E+01,nan
11226,890.789,nan,nan,-8.05E+01,nan
11228,890.631,nan,nan,-8.06E+01,nan
11230,890.472,nan,nan,-8.07E+01,nan
11232,890.313,nan,nan,-8.09E+01,nan
11234,890.155,nan,nan,-8.10E+01,nan
11236,889.996,nan,nan,-8.12E+01,nan
11238,889.838,nan,nan,-8.13E+01,nan
11240,889.68,nan,nan,-8.14E+01,nan
11242,889.521,nan,nan,-8.16E+01,nan
11244,889.363,nan,nan,-8.17E+01,nan
11246,889.205,nan,nan,-8.19E+01,nan
11248,889.047,nan,nan,-8.20E+01,nan
11250,888.889,nan,nan,-8.21E+01,nan
11252,888.731,nan,nan,-8.23E+01,nan
11254,888.573,nan,nan,-8.24E+01,nan
11256,888.415,nan,nan,-8.26E+01,nan
11258,888.257,nan,nan,-8.27E+01,nan
11260,888.099,nan,nan,-8.29E+01,nan
11262,887.942,nan,nan,-8.30E+01,nan
11264,887.784,nan,nan,-8.32E+01,nan
11266,887.626,nan,nan,-8.33E+01,nan
11268,887.469,nan,nan,-8.35E+01,nan
11270,887.311,nan,nan,-8.36E+01,nan
11272,887.154,nan,nan,-8.38E+01,nan
11274,886.997,nan,nan,-8.39E+01,nan
11276,886.839,nan,nan,-8.41E+01,nan
11278,886.682,nan,nan,-8.42E+01,nan
11280,886.525,nan,nan,-8.43E+01,nan
11282,886.368,nan,nan,-8.45E+01,nan
11284,886.211,nan,nan,-8.46E+01,nan
11286,886.054,nan,nan,-8.48E+01,nan
11288,885.897,nan,nan,-8.49E+01,nan
11290,885.74,nan,nan,-8.51E+01,nan
11292,885.583,nan,nan,-8.52E+01,nan
11294,885.426,nan,nan,-8.54E+01,nan
11296,885.269,nan,nan,-8.55E+01,nan
11298,885.112,nan,nan,-8.57E+01,nan
11300,884.956,nan,nan,-8.58E+01,nan
11302,884.799,nan,nan,-8.59E+01,nan
11304,884.643,nan,nan,-8.61E+01,nan
11306,884.486,nan,nan,-8.62E+01,nan
11308,884.33,nan,nan,-8.64E+01,nan
11310,884.173,nan,nan,-8.65E+01,nan
11312,884.017,nan,nan,-8.66E+01,nan
11314,883.861,nan,nan,-8.68E+01,nan
11316,883.704,nan,nan,-8.69E+01,nan
11318,883.548,nan,nan,-8.70E+01,nan
11320,883.392,nan,nan,-8.72E+01,nan
11322,883.236,nan,nan,-8.73E+01,nan
11324,883.08,nan,nan,-8.74E+01,nan
11326,882.924,nan,nan,-8.76E+01,nan
11328,882.768,nan,nan,-8.77E+01,nan
11330,882.613,nan,nan,-8.78E+01,nan
11332,882.457,nan,nan,-8.80E+01,nan
11334,882.301,nan,nan,-8.81E+01,nan
11336,882.145,nan,nan,-8.82E+01,nan
11338,881.99,nan,nan,-8.84E+01,nan
11340,881.834,nan,nan,-8.85E+01,nan
11342,881.679,nan,nan,-8.86E+01,nan
11344,881.523,nan,nan,-8.88E+01,nan
11346,881.368,nan,nan,-8.89E+01,nan
11348,881.213,nan,nan,-8.90E+01,nan
11350,881.057,nan,nan,-8.92E+01,nan
11352,880.902,nan,nan,-8.93E+01,nan
11354,880.747,nan,nan,-8.94E+01,nan
11356,880.592,nan,nan,-8.96E+01,nan
11358,880.437,nan,nan,-8.97E+01,nan
11360,880.282,nan,nan,-8.98E+01,nan
11362,880.127,nan,nan,-9.00E+01,nan
11364,879.972,nan,nan,-9.01E+01,nan
11366,879.817,nan,nan,-9.02E+01,nan
11368,879.662,nan,nan,-9.04E+01,nan
11370,879.507,nan,nan,-9.05E+01,nan
11372,879.353,nan,nan,-9.06E+01,nan
11374,879.198,nan,nan,-9.08E+01,nan
11376,879.044,nan,nan,-9.09E+01,nan
11378,878.889,nan,nan,-9.11E+01,nan
11380,878.735,nan,nan,-9.12E+01,nan
11382,878.58,nan,nan,-9.13E+01,nan
11384,878.426,nan,nan,-9.15E+01,nan
11386,878.272,nan,nan,-9.16E+01,nan
11388,878.117,nan,nan,-9.17E+01,nan
11390,877.963,nan,nan,-9.19E+01,nan
11392,877.809,nan,nan,-9.20E+01,nan
11394,877.655,nan,nan,-9.21E+01,nan
11396,877.501,nan,nan,-9.23E+01,nan
11398,877.347,nan,nan,-9.24E+01,nan
11400,877.193,nan,nan,-9.26E+01,nan
11402,877.039,nan,nan,-9.27E+01,nan
11404,876.885,nan,nan,-9.28E+01,nan
11406,876.732,nan,nan,-9.30E+01,nan
11408,876.578,nan,nan,-9.31E+01,nan
11410,876.424,nan,nan,-9.33E+01,nan
11412,876.271,nan,nan,-9.34E+01,nan
11414,876.117,nan,nan,-9.35E+01,nan
11416,875.964,nan,nan,-9.37E+01,nan
11418,875.81,nan,nan,-9.38E+01,nan
11420,875.657,nan,nan,-9.39E+01,nan
11422,875.503,nan,nan,-9.41E+01,nan
11424,875.35,nan,nan,-9.42E+01,nan
11426,875.197,nan,nan,-9.44E+01,nan
11428,875.044,nan,nan,-9.45E+01,nan
11430,874.891,nan,nan,-9.46E+01,nan
11432,874.738,nan,nan,-9.48E+01,nan
11434,874.585,nan,nan,-9.49E+01,nan
11436,874.432,nan,nan,-9.51E+01,nan
11438,874.279,nan,nan,-9.52E+01,nan
11440,874.126,nan,nan,-9.53E+01,nan
11442,873.973,nan,nan,-9.55E+01,nan
11444,873.82,nan,nan,-9.56E+01,nan
11446,873.668,nan,nan,-9.57E+01,nan
11448,873.515,nan,nan,-9.59E+01,nan
11450,873.362,nan,nan,-9.60E+01,nan
11452,873.21,nan,nan,-9.62E+01,nan
11454,873.057,nan,nan,-9.63E+01,nan
11456,872.905,nan,nan,-9.64E+01,nan
11458,872.753,nan,nan,-9.66E+01,nan
11460,872.6,nan,nan,-9.67E+01,nan
11462,872.448,nan,nan,-9.68E+01,nan
11464,872.296,nan,nan,-9.70E+01,nan
11466,872.144,nan,nan,-9.71E+01,nan
11468,871.992,nan,nan,-9.73E+01,nan
11470,871.84,nan,nan,-9.74E+01,nan
11472,871.688,nan,nan,-9.75E+01,nan
11474,871.536,nan,nan,-9.77E+01,nan
11476,871.384,nan,nan,-9.78E+01,nan
11478,871.232,nan,nan,-9.80E+01,nan
11480,871.08,nan,nan,-9.81E+01,nan
11482,870.928,nan,nan,-9.82E+01,nan
11484,870.777,nan,nan,-9.84E+01,nan
11486,870.625,nan,nan,-9.85E+01,nan
11488,870.474,nan,nan,-9.86E+01,nan
11490,870.322,nan,nan,-9.88E+01,nan
11492,870.171,nan,nan,-9.89E+01,nan
11494,870.019,nan,nan,-9.90E+01,nan
11496,869.868,nan,nan,-9.92E+01,nan
11498,869.716,nan,nan,-9.93E+01,nan
11500,869.565,nan,nan,-9.94E+01,nan
11502,869.414,nan,nan,-9.96E+01,nan
11504,869.263,nan,nan,-9.97E+01,nan
11506,869.112,nan,nan,-9.98E+01,nan
11508,868.961,nan,nan,-9.99E+01,nan
11510,868.81,nan,nan,-1.00E+02,nan
11512,868.659,nan,nan,-1.00E+02,nan
11514,868.508,nan,nan,-1.00E+02,nan
11516,868.357,nan,nan,-1.00E+02,nan
11518,868.206,nan,nan,-1.01E+02,nan
11520,868.056,nan,nan,-1.01E+02,nan
11522,867.905,nan,nan,-1.01E+02,nan
11524,867.754,nan,nan,-1.01E+02,nan
11526,867.604,nan,nan,-1.01E+02,nan
11528,867.453,nan,nan,-1.01E+02,nan
11530,867.303,nan,nan,-1.01E+02,nan
11532,867.152,nan,nan,-1.01E+02,nan
11534,867.002,nan,nan,-1.02E+02,nan
11536,866.852,nan,nan,-1.02E+02,nan
11538,866.701,nan,nan,-1.02E+02,nan
11540,866.551,nan,nan,-1.02E+02,nan
11542,866.401,nan,nan,-1.02E+02,nan
11544,866.251,nan,nan,-1.02E+02,nan
11546,866.101,nan,nan,-1.02E+02,nan
11548,865.951,nan,nan,-1.02E+02,nan
11550,865.801,nan,nan,-1.03E+02,nan
11552,865.651,nan,nan,-1.03E+02,nan
11554,865.501,nan,nan,-1.03E+02,nan
11556,865.351,nan,nan,-1.03E+02,nan
11558,865.202,nan,nan,-1.03E+02,nan
11560,865.052,nan,nan,-1.03E+02,nan
11562,864.902,nan,nan,-1.03E+02,nan
11564,864.753,nan,nan,-1.03E+02,nan
11566,864.603,nan,nan,-1.04E+02,nan
11568,864.454,nan,nan,-1.04E+02,nan
11570,864.304,nan,nan,-1.04E+02,nan
11572,864.155,nan,nan,-1.04E+02,nan
11574,864.006,nan,nan,-1.04E+02,nan
11576,863.856,nan,nan,-1.04E+02,nan
11578,863.707,nan,nan,-1.04E+02,nan
11580,863.558,nan,nan,-1.05E+02,nan
11582,863.409,nan,nan,-1.05E+02,nan
11584,863.26,nan,nan,-1.05E+02,nan
11586,863.111,nan,nan,-1.05E+02,nan
11588,862.962,nan,nan,-1.05E+02,nan
11590,862.813,nan,nan,-1.05E+02,nan
11592,862.664,nan,nan,-1.05E+02,nan
11594,862.515,nan,nan,-1.05E+02,nan
11596,862.366,nan,nan,-1.05E+02,nan
11598,862.218,nan,nan,-1.06E+02,nan
11600,862.069,nan,nan,-1.06E+02,nan
11602,861.92,nan,nan,-1.06E+02,nan
11604,861.772,nan,nan,-1.06E+02,nan
11606,861.623,nan,nan,-1.06E+02,nan
11608,861.475,nan,nan,-1.06E+02,nan
11610,861.326,nan,nan,-1.06E+02,nan
11612,861.178,nan,nan,-1.06E+02,nan
11614,861.03,nan,nan,-1.06E+02,nan
11616,860.882,nan,nan,-1.07E+02,nan
11618,860.733,nan,nan,-1.07E+02,nan
11620,860.585,nan,nan,-1.07E+02,nan
11622,860.437,nan,nan,-1.07E+02,nan
11624,860.289,nan,nan,-1.07E+02,nan
11626,860.141,nan,nan,-1.07E+02,nan
11628,859.993,nan,nan,-1.07E+02,nan
11630,859.845,nan,nan,-1.07E+02,nan
11632,859.697,nan,nan,-1.07E+02,nan
11634,859.55,nan,nan,-1.08E+02,nan
11636,859.402,nan,nan,-1.08E+02,nan
11638,859.254,nan,nan,-1.08E+02,nan
11640,859.107,nan,nan,-1.08E+02,nan
11642,858.959,nan,nan,-1.08E+02,nan
11644,858.811,nan,nan,-1.08E+02,nan
11646,858.664,nan,nan,-1.08E+02,nan
11648,858.516,nan,nan,-1.08E+02,nan
11650,858.369,nan,nan,-1.08E+02,nan
11652,858.222,nan,nan,-1.09E+02,nan
11654,858.074,nan,nan,-1.09E+02,nan
11656,857.927,nan,nan,-1.09E+02,nan
11658,857.78,nan,nan,-1.09E+02,nan
11660,857.633,nan,nan,-1.09E+02,nan
11662,857.486,nan,nan,-1.09E+02,nan
11664,857.339,nan,nan,-1.09E+02,nan
11666,857.192,nan,nan,-1.09E+02,nan
11668,857.045,nan,nan,-1.09E+02,nan
11670,856.898,nan,nan,-1.09E+02,nan
11672,856.751,nan,nan,-1.10E+02,nan
11674,856.604,nan,nan,-1.10E+02,nan
11676,856.458,nan,nan,-1.10E+02,nan
11678,856.311,nan,nan,-1.10E+02,nan
11680,856.164,nan,nan,-1.10E+02,nan
11682,856.018,nan,nan,-1.10E+02,nan
11684,855.871,nan,nan,-1.10E+02,nan
11686,855.725,nan,nan,-1.10E+02,nan
11688,855.578,nan,nan,-1.10E+02,nan
11690,855.432,nan,nan,-1.10E+02,nan
11692,855.286,nan,nan,-1.10E+02,nan
11694,855.139,nan,nan,-1.11E+02,nan
11696,854.993,nan,nan,-1.11E+02,nan
11698,854.847,nan,nan,-1.11E+02,nan
11700,854.701,nan,nan,-1.11E+02,nan
11702,854.555,nan,nan,-1.11E+02,nan
11704,854.409,nan,nan,-1.11E+02,nan
11706,854.263,nan,nan,-1.11E+02,nan
11708,854.117,nan,nan,-1.11E+02,nan
11710,853.971,nan,nan,-1.11E+02,nan
11712,853.825,nan,nan,-1.11E+02,nan
11714,853.679,nan,nan,-1.11E+02,nan
11716,853.534,nan,nan,-1.12E+02,nan
11718,853.388,nan,nan,-1.12E+02,nan
11720,853.242,nan,nan,-1.12E+02,nan
11722,853.097,nan,nan,-1.12E+02,nan
11724,852.951,nan,nan,-1.12E+02,nan
11726,852.806,nan,nan,-1.12E+02,nan
11728,852.66,nan,nan,-1.12E+02,nan
11730,852.515,nan,nan,-1.12E+02,nan
11732,852.37,nan,nan,-1.12E+02,nan
11734,852.224,nan,nan,-1.12E+02,nan
11736,852.079,nan,nan,-1.13E+02,nan
11738,851.934,nan,nan,-1.13E+02,nan
11740,851.789,nan,nan,-1.13E+02,nan
11742,851.644,nan,nan,-1.13E+02,nan
11744,851.499,nan,nan,-1.13E+02,nan
11746,851.354,nan,nan,-1.13E+02,nan
11748,851.209,nan,nan,-1.13E+02,nan
11750,851.064,nan,nan,-1.13E+02,nan
11752,850.919,nan,nan,-1.13E+02,nan
11754,850.774,nan,nan,-1.13E+02,nan
11756,850.629,nan,nan,-1.13E+02,nan
11758,850.485,nan,nan,-1.14E+02,nan
11760,850.34,nan,nan,-1.14E+02,nan
11762,850.196,nan,nan,-1.14E+02,nan
11764,850.051,nan,nan,-1.14E+02,nan
11766,849.907,nan,nan,-1.14E+02,nan
11768,849.762,nan,nan,-1.14E+02,nan
11770,849.618,nan,nan,-1.14E+02,nan
11772,849.473,nan,nan,-1.14E+02,nan
11774,849.329,nan,nan,-1.14E+02,nan
11776,849.185,nan,nan,-1.14E+02,nan
11778,849.041,nan,nan,-1.15E+02,nan
11780,848.896,nan,nan,-1.15E+02,nan
11782,848.752,nan,nan,-1.15E+02,nan
11784,848.608,nan,nan,-1.15E+02,nan
11786,848.464,nan,nan,-1.15E+02,nan
11788,848.32,nan,nan,-1.15E+02,nan
11790,848.176,nan,nan,-1.15E+02,nan
11792,848.033,nan,nan,-1.15E+02,nan
11794,847.889,nan,nan,-1.15E+02,nan
11796,847.745,nan,nan,-1.15E+02,nan
11798,847.601,nan,nan,-1.16E+02,nan
11800,847.458,nan,nan,-1.16E+02,nan
11802,847.314,nan,nan,-1.16E+02,nan
11804,847.17,nan,nan,-1.16E+02,nan
11806,847.027,nan,nan,-1.16E+02,nan
11808,846.883,nan,nan,-1.16E+02,nan
11810,846.74,nan,nan,-1.16E+02,nan
11812,846.597,nan,nan,-1.16E+02,nan
11814,846.453,nan,nan,-1.16E+02,nan
11816,846.31,nan,nan,-1.16E+02,nan
11818,846.167,nan,nan,-1.16E+02,nan
11820,846.024,nan,nan,-1.16E+02,nan
11822,845.881,nan,nan,-1.17E+02,nan
11824,845.737,nan,nan,-1.17E+02,nan
11826,845.594,nan,nan,-1.17E+02,nan
11828,845.451,nan,nan,-1.17E+02,nan
11830,845.309,nan,nan,-1.17E+02,nan
11832,845.166,nan,nan,-1.17E+02,nan
11834,845.023,nan,nan,-1.17E+02,nan
11836,844.88,nan,nan,-1.17E+02,nan
11838,844.737,nan,nan,-1.17E+02,nan
11840,844.595,nan,nan,-1.17E+02,nan
11842,844.452,nan,nan,-1.17E+02,nan
11844,844.309,nan,nan,-1.17E+02,nan
11846,844.167,nan,nan,-1.17E+02,nan
11848,844.024,nan,nan,-1.18E+02,nan
11850,843.882,nan,nan,-1.18E+02,nan
11852,843.739,nan,nan,-1.18E+02,nan
11854,843.597,nan,nan,-1.18E+02,nan
11856,843.455,nan,nan,-1.18E+02,nan
11858,843.313,nan,nan,-1.18E+02,nan
11860,843.17,nan,nan,-1.18E+02,nan
11862,843.028,nan,nan,-1.18E+02,nan
11864,842.886,nan,nan,-1.18E+02,nan
11866,842.744,nan,nan,-1.18E+02,nan
11868,842.602,nan,nan,-1.18E+02,nan
11870,842.46,nan,nan,-1.18E+02,nan
11872,842.318,nan,nan,-1.19E+02,nan
11874,842.176,nan,nan,-1.19E+02,nan
11876,842.034,nan,nan,-1.19E+02,nan
11878,841.893,nan,nan,-1.19E+02,nan
11880,841.751,nan,nan,-1.19E+02,nan
11882,841.609,nan,nan,-1.19E+02,nan
11884,841.468,nan,nan,-1.19E+02,nan
11886,841.326,nan,nan,-1.19E+02,nan
11888,841.184,nan,nan,-1.19E+02,nan
11890,841.043,nan,nan,-1.19E+02,nan
11892,840.901,nan,nan,-1.19E+02,nan
11894,840.76,nan,nan,-1.19E+02,nan
11896,840.619,nan,nan,-1.19E+02,nan
11898,840.477,nan,nan,-1.19E+02,nan
11900,840.336,nan,nan,-1.20E+02,nan
11902,840.195,nan,nan,-1.20E+02,nan
11904,840.054,nan,nan,-1.20E+02,nan
11906,839.913,nan,nan,-1.20E+02,nan
11908,839.772,nan,nan,-1.20E+02,nan
11910,839.631,nan,nan,-1.20E+02,nan
11912,839.49,nan,nan,-1.20E+02,nan
11914,839.349,nan,nan,-1.20E+02,nan
11916,839.208,nan,nan,-1.20E+02,nan
11918,839.067,nan,nan,-1.20E+02,nan
11920,838.926,nan,nan,-1.20E+02,nan
11922,838.785,nan,nan,-1.20E+02,nan
11924,838.645,nan,nan,-1.20E+02,nan
11926,838.504,nan,nan,-1.20E+02,nan
11928,838.364,nan,nan,-1.21E+02,nan
11930,838.223,nan,nan,-1.21E+02,nan
11932,838.082,nan,nan,-1.21E+02,nan
11934,837.942,nan,nan,-1.21E+02,nan
11936,837.802,nan,nan,-1.21E+02,nan
11938,837.661,nan,nan,-1.21E+02,nan
11940,837.521,nan,nan,-1.21E+02,nan
11942,837.381,nan,nan,-1.21E+02,nan
11944,837.24,nan,nan,-1.21E+02,nan
11946,837.1,nan,nan,-1.21E+02,nan
11948,836.96,nan,nan,-1.21E+02,nan
11950,836.82,nan,nan,-1.21E+02,nan
11952,836.68,nan,nan,-1.21E+02,nan
11954,836.54,nan,nan,-1.21E+02,nan
11956,836.4,nan,nan,-1.21E+02,nan
11958,836.26,nan,nan,-1.21E+02,nan
11960,836.12,nan,nan,-1.22E+02,nan
11962,835.981,nan,nan,-1.22E+02,nan
11964,835.841,nan,nan,-1.22E+02,nan
11966,835.701,nan,nan,-1.22E+02,nan
11968,835.561,nan,nan,-1.22E+02,nan
11970,835.422,nan,nan,-1.22E+02,nan
11972,835.282,nan,nan,-1.22E+02,nan
11974,835.143,nan,nan,-1.22E+02,nan
11976,835.003,nan,nan,-1.22E+02,nan
11978,834.864,nan,nan,-1.22E+02,nan
11980,834.725,nan,nan,-1.22E+02,nan
11982,834.585,nan,nan,-1.22E+02,nan
11984,834.446,nan,nan,-1.22E+02,nan
11986,834.307,nan,nan,-1.22E+02,nan
11988,834.168,nan,nan,-1.22E+02,nan
11990,834.028,nan,nan,-1.23E+02,nan
11992,833.889,nan,nan,-1.23E+02,nan
11994,833.75,nan,nan,-1.23E+02,nan
11996,833.611,nan,nan,-1.23E+02,nan
11998,833.472,nan,nan,-1.23E+02,nan
12000,833.333,nan,nan,-1.23E+02,nan
12002,833.194,nan,nan,-1.23E+02,nan
12004,833.056,nan,nan,-1.23E+02,nan
12006,832.917,nan,nan,-1.23E+02,nan
12008,832.778,nan,nan,-1.23E+02,nan
12010,832.639,nan,nan,-1.23E+02,nan
12012,832.501,nan,nan,-1.23E+02,nan
12014,832.362,nan,nan,-1.23E+02,nan
12016,832.224,nan,nan,-1.23E+02,nan
12018,832.085,nan,nan,-1.24E+02,nan
12020,831.947,nan,nan,-1.24E+02,nan
12022,831.808,nan,nan,-1.24E+02,nan
12024,831.67,nan,nan,-1.24E+02,nan
12026,831.532,nan,nan,-1.24E+02,nan
12028,831.393,nan,nan,-1.24E+02,nan
12030,831.255,nan,nan,-1.24E+02,nan
12032,831.117,nan,nan,-1.24E+02,nan
12034,830.979,nan,nan,-1.24E+02,nan
12036,830.841,nan,nan,-1.24E+02,nan
12038,830.703,nan,nan,-1.24E+02,nan
12040,830.565,nan,nan,-1.24E+02,nan
12042,830.427,nan,nan,-1.24E+02,nan
12044,830.289,nan,nan,-1.24E+02,nan
12046,830.151,nan,nan,-1.24E+02,nan
12048,830.013,nan,nan,-1.24E+02,nan
12050,829.876,nan,nan,-1.25E+02,nan
12052,829.738,nan,nan,-1.25E+02,nan
12054,829.6,nan,nan,-1.25E+02,nan
12056,829.463,nan,nan,-1.25E+02,nan
12058,829.325,nan,nan,-1.25E+02,nan
12060,829.187,nan,nan,-1.25E+02,nan
12062,829.05,nan,nan,-1.25E+02,nan
12064,828.912,nan,nan,-1.25E+02,nan
12066,828.775,nan,nan,-1.25E+02,nan
12068,828.638,nan,nan,-1.25E+02,nan
12070,828.5,nan,nan,-1.25E+02,nan
12072,828.363,nan,nan,-1.25E+02,nan
12074,828.226,nan,nan,-1.25E+02,nan
12076,828.089,nan,nan,-1.25E+02,nan
12078,827.952,nan,nan,-1.25E+02,nan
12080,827.815,nan,nan,-1.25E+02,nan
12082,827.678,nan,nan,-1.26E+02,nan
12084,827.541,nan,nan,-1.26E+02,nan
12086,827.404,nan,nan,-1.26E+02,nan
12088,827.267,nan,nan,-1.26E+02,nan
12090,827.13,nan,nan,-1.26E+02,nan
12092,826.993,nan,nan,-1.26E+02,nan
12094,826.856,nan,nan,-1.26E+02,nan
12096,826.72,nan,nan,-1.26E+02,nan
12098,826.583,nan,nan,-1.26E+02,nan
12100,826.446,nan,nan,-1.26E+02,nan
12102,826.31,nan,nan,-1.26E+02,nan
12104,826.173,nan,nan,-1.26E+02,nan
12106,826.037,nan,nan,-1.26E+02,nan
12108,825.9,nan,nan,-1.26E+02,nan
12110,825.764,nan,nan,-1.26E+02,nan
12112,825.627,nan,nan,-1.26E+02,nan
12114,825.491,nan,nan,-1.27E+02,nan
12116,825.355,nan,nan,-1.27E+02,nan
12118,825.219,nan,nan,-1.27E+02,nan
12120,825.083,nan,nan,-1.27E+02,nan
12122,824.946,nan,nan,-1.27E+02,nan
12124,824.81,nan,nan,-1.27E+02,nan
12126,824.674,nan,nan,-1.27E+02,nan
12128,824.538,nan,nan,-1.27E+02,nan
12130,824.402,nan,nan,-1.27E+02,nan
12132,824.266,nan,nan,-1.27E+02,nan
12134,824.131,nan,nan,-1.27E+02,nan
12136,823.995,nan,nan,-1.27E+02,nan
12138,823.859,nan,nan,-1.27E+02,nan
12140,823.723,nan,nan,-1.27E+02,nan
12142,823.588,nan,nan,-1.27E+02,nan
12144,823.452,nan,nan,-1.27E+02,nan
12146,823.316,nan,nan,-1.27E+02,nan
12148,823.181,nan,nan,-1.27E+02,nan
12150,823.045,nan,nan,-1.27E+02,nan
12152,822.91,nan,nan,-1.27E+02,nan
12154,822.774,nan,nan,-1.27E+02,nan
12156,822.639,nan,nan,-1.27E+02,nan
12158,822.504,nan,nan,-1.27E+02,nan
12160,822.368,nan,nan,-1.27E+02,nan
12162,822.233,nan,nan,-1.28E+02,nan
12164,822.098,nan,nan,-1.28E+02,nan
12166,821.963,nan,nan,-1.28E+02,nan
12168,821.828,nan,nan,-1.28E+02,nan
12170,821.693,nan,nan,-1.28E+02,nan
12172,821.558,nan,nan,-1.28E+02,nan
12174,821.423,nan,nan,-1.28E+02,nan
12176,821.288,nan,nan,-1.28E+02,nan
12178,821.153,nan,nan,-1.28E+02,nan
12180,821.018,nan,nan,-1.28E+02,nan
12182,820.883,nan,nan,-1.28E+02,nan
12184,820.749,nan,nan,-1.28E+02,nan
12186,820.614,nan,nan,-1.28E+02,nan
12188,820.479,nan,nan,-1.28E+02,nan
12190,820.345,nan,nan,-1.28E+02,nan
12192,820.21,nan,nan,-1.28E+02,nan
12194,820.075,nan,nan,-1.28E+02,nan
12196,819.941,nan,nan,-1.28E+02,nan
12198,819.807,nan,nan,-1.28E+02,nan
12200,819.672,nan,nan,-1.28E+02,nan
12202,819.538,nan,nan,-1.28E+02,nan
12204,819.403,nan,nan,-1.28E+02,nan
12206,819.269,nan,nan,-1.28E+02,nan
12208,819.135,nan,nan,-1.28E+02,nan
12210,819.001,nan,nan,-1.28E+02,nan
12212,818.867,nan,nan,-1.28E+02,nan
12214,818.733,nan,nan,-1.28E+02,nan
12216,818.599,nan,nan,-1.28E+02,nan
12218,818.465,nan,nan,-1.28E+02,nan
12220,818.331,nan,nan,-1.28E+02,nan
12222,818.197,nan,nan,-1.28E+02,nan
12224,818.063,nan,nan,-1.28E+02,nan
12226,817.929,nan,nan,-1.28E+02,nan
12228,817.795,nan,nan,-1.28E+02,nan
12230,817.661,nan,nan,-1.28E+02,nan
12232,817.528,nan,nan,-1.28E+02,nan
12234,817.394,nan,nan,-1.28E+02,nan
12236,817.261,nan,nan,-1.28E+02,nan
12238,817.127,nan,nan,-1.28E+02,nan
12240,816.993,nan,nan,-1.28E+02,nan
12242,816.86,nan,nan,-1.29E+02,nan
12244,816.727,nan,nan,-1.29E+02,nan
12246,816.593,nan,nan,-1.29E+02,nan
12248,816.46,nan,nan,-1.29E+02,nan
12250,816.327,nan,nan,-1.29E+02,nan
12252,816.193,nan,nan,-1.29E+02,nan
12254,816.06,nan,nan,-1.29E+02,nan
12256,815.927,nan,nan,-1.29E+02,nan
12258,815.794,nan,nan,-1.29E+02,nan
12260,815.661,nan,nan,-1.29E+02,nan
12262,815.528,nan,nan,-1.29E+02,nan
12264,815.395,nan,nan,-1.29E+02,nan
12266,815.262,nan,nan,-1.29E+02,nan
12268,815.129,nan,nan,-1.29E+02,nan
12270,814.996,nan,nan,-1.29E+02,nan
12272,814.863,nan,nan,-1.29E+02,nan
12274,814.73,nan,nan,-1.29E+02,nan
12276,814.598,nan,nan,-1.29E+02,nan
