#"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014",,,,,
#% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW),,,,,
#"% s.d., standard deviation, nan, not determined",,,,,
#% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details,,,,,
#wavelength (nm),wavenumber (1/cm),PsiS (1/m*L/g) NaCl,s.d. (1/m*L/g) NaCl,PsiS (1/m*L/g) ASW,s.d. (1/m*L/g) ASW
12278,814.465,nan,nan,-1.29E+02,nan
12280,814.332,nan,nan,-1.29E+02,nan
12282,814.2,nan,nan,-1.29E+02,nan
12284,814.067,nan,nan,-1.29E+02,nan
12286,813.935,nan,nan,-1.30E+02,nan
12288,813.802,nan,nan,-1.30E+02,nan
12290,813.67,nan,nan,-1.30E+02,nan
12292,813.537,nan,nan,-1.30E+02,nan
12294,813.405,nan,nan,-1.30E+02,nan
12296,813.273,nan,nan,-1.30E+02,nan
12298,813.14,nan,nan,-1.30E+02,nan
12300,813.008,nan,nan,-1.30E+02,nan
12302,812.876,nan,nan,-1.30E+02,nan
12304,812.744,nan,nan,-1.30E+02,nan
12306,812.612,nan,nan,-1.30E+02,nan
12308,812.48,nan,nan,-1.30E+02,nan
12310,812.348,nan,nan,-1.30E+02,nan
12312,812.216,nan,nan,-1.30E+02,nan
12314,812.084,nan,nan,-1.30E+02,nan
12316,811.952,nan,nan,-1.30E+02,nan
12318,811.82,nan,nan,-1.30E+02,nan
12320,811.688,nan,nan,-1.30E+02,nan
12322,811.557,nan,nan,-1.30E+02,nan
12324,811.425,nan,nan,-1.30E+02,nan
12326,811.293,nan,nan,-1.30E+02,nan
12328,811.162,nan,nan,-1.30E+02,nan
12330,811.03,nan,nan,-1.30E+02,nan
12332,810.898,nan,nan,-1.30E+02,nan
12334,810.767,nan,nan,-1.31E+02,nan
12336,810.636,nan,nan,-1.31E+02,nan
12338,810.504,nan,nan,-1.31E+02,nan
12340,810.373,nan,nan,-1.31E+02,nan
12342,810.241,nan,nan,-1.31E+02,nan
12344,810.11,nan,nan,-1.31E+02,nan
12346,809.979,nan,nan,-1.31E+02,nan
12348,809.848,nan,nan,-1.31E+02,nan
12350,809.717,nan,nan,-1.31E+02,nan
12352,809.585,nan,nan,-1.31E+02,nan
12354,809.454,nan,nan,-1.31E+02,nan
12356,809.323,nan,nan,-1.31E+02,nan
12358,809.192,nan,nan,-1.31E+02,nan
12360,809.061,nan,nan,-1.31E+02,nan
12362,808.931,nan,nan,-1.31E+02,nan
12364,808.8,nan,nan,-1.31E+02,nan
12366,808.669,nan,nan,-1.31E+02,nan
12368,808.538,nan,nan,-1.31E+02,nan
12370,808.407,nan,nan,-1.31E+02,nan
12372,808.277,nan,nan,-1.31E+02,nan
12374,808.146,nan,nan,-1.31E+02,nan
12376,808.016,nan,nan,-1.31E+02,nan
12378,807.885,nan,nan,-1.31E+02,nan
12380,807.754,nan,nan,-1.31E+02,nan
12382,807.624,nan,nan,-1.31E+02,nan
12384,807.494,nan,nan,-1.31E+02,nan
12386,807.363,nan,nan,-1.31E+02,nan
12388,807.233,nan,nan,-1.31E+02,nan
12390,807.103,nan,nan,-1.31E+02,nan
12392,806.972,nan,nan,-1.31E+02,nan
12394,806.842,nan,nan,-1.31E+02,nan
12396,806.712,nan,nan,-1.31E+02,nan
12398,806.582,nan,nan,-1.31E+02,nan
12400,806.452,nan,nan,-1.31E+02,nan
12402,806.322,nan,nan,-1.31E+02,nan
12404,806.192,nan,nan,-1.31E+02,nan
12406,806.062,nan,nan,-1.31E+02,nan
12408,805.932,nan,nan,-1.31E+02,nan
12410,805.802,nan,nan,-1.31E+02,nan
12412,805.672,nan,nan,-1.31E+02,nan
12414,805.542,nan,nan,-1.31E+02,nan
12416,805.412,nan,nan,-1.31E+02,nan
12418,805.283,nan,nan,-1.31E+02,nan
12420,805.153,nan,nan,-1.31E+02,nan
12422,805.023,nan,nan,-1.31E+02,nan
12424,804.894,nan,nan,-1.31E+02,nan
12426,804.764,nan,nan,-1.31E+02,nan
12428,804.635,nan,nan,-1.31E+02,nan
12430,804.505,nan,nan,-1.31E+02,nan
12432,804.376,nan,nan,-1.31E+02,nan
12434,804.246,nan,nan,-1.31E+02,nan
12436,804.117,nan,nan,-1.31E+02,nan
12438,803.988,nan,nan,-1.31E+02,nan
12440,803.859,nan,nan,-1.31E+02,nan
12442,803.729,nan,nan,-1.31E+02,nan
12444,803.6,nan,nan,-1.31E+02,nan
12446,803.471,nan,nan,-1.31E+02,nan
12448,803.342,nan,nan,-1.31E+02,nan
12450,803.213,nan,nan,-1.31E+02,nan
12452,803.084,nan,nan,-1.31E+02,nan
12454,802.955,nan,nan,-1.31E+02,nan
12456,802.826,nan,nan,-1.31E+02,nan
12458,802.697,nan,nan,-1.31E+02,nan
12460,802.568,nan,nan,-1.31E+02,nan
12462,802.439,nan,nan,-1.31E+02,nan
12464,802.311,nan,nan,-1.31E+02,nan
12466,802.182,nan,nan,-1.31E+02,nan
12468,802.053,nan,nan,-1.31E+02,nan
12470,801.925,nan,nan,-1.31E+02,nan
12472,801.796,nan,nan,-1.31E+02,nan
12474,801.667,nan,nan,-1.31E+02,nan
12476,801.539,nan,nan,-1.31E+02,nan
12478,801.41,nan,nan,-1.31E+02,nan
12480,801.282,nan,nan,-1.31E+02,nan
12482,801.154,nan,nan,-1.31E+02,nan
12484,801.025,nan,nan,-1.31E+02,nan
12486,800.897,nan,nan,-1.31E+02,nan
12488,800.769,nan,nan,-1.31E+02,nan
12490,800.641,nan,nan,-1.31E+02,nan
12492,800.512,nan,nan,-1.31E+02,nan
12494,800.384,nan,nan,-1.31E+02,nan
12496,800.256,nan,nan,-1.31E+02,nan
12498,800.128,nan,nan,-1.31E+02,nan
12500,800,nan,nan,-1.31E+02,nan
12502,799.872,nan,nan,-1.31E+02,nan
12504,799.744,nan,nan,-1.31E+02,nan
12506,799.616,nan,nan,-1.31E+02,nan
12508,799.488,nan,nan,-1.31E+02,nan
12510,799.361,nan,nan,-1.32E+02,nan
12512,799.233,nan,nan,-1.32E+02,nan
12514,799.105,nan,nan,-1.32E+02,nan
12516,798.977,nan,nan,-1.32E+02,nan
12518,798.85,nan,nan,-1.32E+02,nan
12520,798.722,nan,nan,-1.32E+02,nan
12522,798.594,nan,nan,-1.32E+02,nan
12524,798.467,nan,nan,-1.32E+02,nan
12526,798.339,nan,nan,-1.32E+02,nan
12528,798.212,nan,nan,-1.32E+02,nan
12530,798.085,nan,nan,-1.32E+02,nan
12532,797.957,nan,nan,-1.32E+02,nan
12534,797.83,nan,nan,-1.32E+02,nan
12536,797.703,nan,nan,-1.32E+02,nan
12538,797.575,nan,nan,-1.32E+02,nan
12540,797.448,nan,nan,-1.32E+02,nan
12542,797.321,nan,nan,-1.32E+02,nan
12544,797.194,nan,nan,-1.32E+02,nan
12546,797.067,nan,nan,-1.32E+02,nan
12548,796.94,nan,nan,-1.32E+02,nan
12550,796.813,nan,nan,-1.32E+02,nan
12552,796.686,nan,nan,-1.32E+02,nan
12554,796.559,nan,nan,-1.32E+02,nan
12556,796.432,nan,nan,-1.32E+02,nan
12558,796.305,nan,nan,-1.32E+02,nan
12560,796.178,nan,nan,-1.32E+02,nan
12562,796.052,nan,nan,-1.32E+02,nan
12564,795.925,nan,nan,-1.32E+02,nan
12566,795.798,nan,nan,-1.32E+02,nan
12568,795.672,nan,nan,-1.32E+02,nan
12570,795.545,nan,nan,-1.32E+02,nan
12572,795.418,nan,nan,-1.32E+02,nan
12574,795.292,nan,nan,-1.32E+02,nan
12576,795.165,nan,nan,-1.32E+02,nan
12578,795.039,nan,nan,-1.32E+02,nan
12580,794.913,nan,nan,-1.32E+02,nan
12582,794.786,nan,nan,-1.32E+02,nan
12584,794.66,nan,nan,-1.32E+02,nan
12586,794.534,nan,nan,-1.32E+02,nan
12588,794.407,nan,nan,-1.32E+02,nan
12590,794.281,nan,nan,-1.32E+02,nan
12592,794.155,nan,nan,-1.32E+02,nan
12594,794.029,nan,nan,-1.32E+02,nan
12596,793.903,nan,nan,-1.32E+02,nan
12598,793.777,nan,nan,-1.32E+02,nan
12600,793.651,nan,nan,-1.32E+02,nan
12602,793.525,nan,nan,-1.32E+02,nan
12604,793.399,nan,nan,-1.32E+02,nan
12606,793.273,nan,nan,-1.31E+02,nan
12608,793.147,nan,nan,-1.31E+02,nan
12610,793.021,nan,nan,-1.31E+02,nan
12612,792.896,nan,nan,-1.31E+02,nan
12614,792.77,nan,nan,-1.31E+02,nan
12616,792.644,nan,nan,-1.31E+02,nan
12618,792.519,nan,nan,-1.31E+02,nan
12620,792.393,nan,nan,-1.31E+02,nan
12622,792.267,nan,nan,-1.31E+02,nan
12624,792.142,nan,nan,-1.31E+02,nan
12626,792.016,nan,nan,-1.31E+02,nan
12628,791.891,nan,nan,-1.31E+02,nan
12630,791.766,nan,nan,-1.31E+02,nan
12632,791.64,nan,nan,-1.31E+02,nan
12634,791.515,nan,nan,-1.31E+02,nan
12636,791.39,nan,nan,-1.31E+02,nan
12638,791.264,nan,nan,-1.31E+02,nan
12640,791.139,nan,nan,-1.31E+02,nan
12642,791.014,nan,nan,-1.31E+02,nan
12644,790.889,nan,nan,-1.31E+02,nan
12646,790.764,nan,nan,-1.31E+02,nan
12648,790.639,nan,nan,-1.31E+02,nan
12650,790.514,nan,nan,-1.31E+02,nan
12652,790.389,nan,nan,-1.31E+02,nan
12654,790.264,nan,nan,-1.31E+02,nan
12656,790.139,nan,nan,-1.31E+02,nan
12658,790.014,nan,nan,-1.31E+02,nan
12660,789.889,nan,nan,-1.31E+02,nan
12662,789.765,nan,nan,-1.31E+02,nan
12664,789.64,nan,nan,-1.31E+02,nan
12666,789.515,nan,nan,-1.31E+02,nan
12668,789.391,nan,nan,-1.31E+02,nan
12670,789.266,nan,nan,-1.31E+02,nan
12672,789.141,nan,nan,-1.31E+02,nan
12674,789.017,nan,nan,-1.31E+02,nan
12676,788.892,nan,nan,-1.31E+02,nan
12678,788.768,nan,nan,-1.31E+02,nan
12680,788.644,nan,nan,-1.31E+02,nan
12682,788.519,nan,nan,-1.31E+02,nan
12684,788.395,nan,nan,-1.31E+02,nan
12686,788.271,nan,nan,-1.31E+02,nan
12688,788.146,nan,nan,-1.31E+02,nan
12690,788.022,nan,nan,-1.31E+02,nan
12692,787.898,nan,nan,-1.31E+02,nan
12694,787.774,nan,nan,-1.31E+02,nan
12696,787.65,nan,nan,-1.31E+02,nan
12698,787.526,nan,nan,-1.31E+02,nan
12700,787.402,nan,nan,-1.31E+02,nan
12702,787.278,nan,nan,-1.32E+02,nan
12704,787.154,nan,nan,-1.32E+02,nan
12706,787.03,nan,nan,-1.32E+02,nan
12708,786.906,nan,nan,-1.32E+02,nan
12710,786.782,nan,nan,-1.32E+02,nan
12712,786.658,nan,nan,-1.32E+02,nan
12714,786.535,nan,nan,-1.32E+02,nan
12716,786.411,nan,nan,-1.32E+02,nan
12718,786.287,nan,nan,-1.32E+02,nan
12720,786.164,nan,nan,-1.32E+02,nan
12722,786.04,nan,nan,-1.32E+02,nan
12724,785.916,nan,nan,-1.32E+02,nan
12726,785.793,nan,nan,-1.32E+02,nan
12728,785.669,nan,nan,-1.32E+02,nan
12730,785.546,nan,nan,-1.32E+02,nan
12732,785.423,nan,nan,-1.32E+02,nan
12734,785.299,nan,nan,-1.31E+02,nan
12736,785.176,nan,nan,-1.31E+02,nan
12738,785.053,nan,nan,-1.31E+02,nan
12740,784.929,nan,nan,-1.31E+02,nan
12742,784.806,nan,nan,-1.31E+02,nan
12744,784.683,nan,nan,-1.31E+02,nan
12746,784.56,nan,nan,-1.31E+02,nan
12748,784.437,nan,nan,-1.31E+02,nan
12750,784.314,nan,nan,-1.31E+02,nan
12752,784.191,nan,nan,-1.31E+02,nan
12754,784.068,nan,nan,-1.31E+02,nan
12756,783.945,nan,nan,-1.31E+02,nan
12758,783.822,nan,nan,-1.31E+02,nan
12760,783.699,nan,nan,-1.31E+02,nan
12762,783.576,nan,nan,-1.31E+02,nan
12764,783.453,nan,nan,-1.31E+02,nan
12766,783.331,nan,nan,-1.31E+02,nan
12768,783.208,nan,nan,-1.31E+02,nan
12770,783.085,nan,nan,-1.31E+02,nan
12772,782.963,nan,nan,-1.31E+02,nan
12774,782.84,nan,nan,-1.31E+02,nan
12776,782.718,nan,nan,-1.31E+02,nan
12778,782.595,nan,nan,-1.31E+02,nan
12780,782.473,nan,nan,-1.31E+02,nan
12782,782.35,nan,nan,-1.31E+02,nan
12784,782.228,nan,nan,-1.31E+02,nan
12786,782.105,nan,nan,-1.31E+02,nan
12788,781.983,nan,nan,-1.31E+02,nan
12790,781.861,nan,nan,-1.31E+02,nan
12792,781.739,nan,nan,-1.31E+02,nan
12794,781.616,nan,nan,-1.31E+02,nan
12796,781.494,nan,nan,-1.31E+02,nan
12798,781.372,nan,nan,-1.31E+02,nan
12800,781.25,nan,nan,-1.31E+02,nan
12802,781.128,nan,nan,-1.31E+02,nan
12804,781.006,nan,nan,-1.31E+02,nan
12806,780.884,nan,nan,-1.31E+02,nan
12808,780.762,nan,nan,-1.31E+02,nan
12810,780.64,nan,nan,-1.31E+02,nan
12812,780.518,nan,nan,-1.31E+02,nan
12814,780.396,nan,nan,-1.31E+02,nan
12816,780.275,nan,nan,-1.31E+02,nan
12818,780.153,nan,nan,-1.31E+02,nan
12820,780.031,nan,nan,-1.31E+02,nan
12822,779.91,nan,nan,-1.31E+02,nan
12824,779.788,nan,nan,-1.31E+02,nan
12826,779.666,nan,nan,-1.31E+02,nan
12828,779.545,nan,nan,-1.31E+02,nan
12830,779.423,nan,nan,-1.31E+02,nan
12832,779.302,nan,nan,-1.31E+02,nan
12834,779.18,nan,nan,-1.31E+02,nan
12836,779.059,nan,nan,-1.31E+02,nan
12838,778.938,nan,nan,-1.31E+02,nan
12840,778.816,nan,nan,-1.31E+02,nan
12842,778.695,nan,nan,-1.31E+02,nan
12844,778.574,nan,nan,-1.31E+02,nan
12846,778.452,nan,nan,-1.31E+02,nan
12848,778.331,nan,nan,-1.31E+02,nan
12850,778.21,nan,nan,-1.31E+02,nan
12852,778.089,nan,nan,-1.30E+02,nan
12854,777.968,nan,nan,-1.30E+02,nan
12856,777.847,nan,nan,-1.30E+02,nan
12858,777.726,nan,nan,-1.30E+02,nan
12860,777.605,nan,nan,-1.30E+02,nan
12862,777.484,nan,nan,-1.30E+02,nan
12864,777.363,nan,nan,-1.30E+02,nan
12866,777.242,nan,nan,-1.30E+02,nan
12868,777.122,nan,nan,-1.30E+02,nan
12870,777.001,nan,nan,-1.30E+02,nan
12872,776.88,nan,nan,-1.30E+02,nan
12874,776.759,nan,nan,-1.30E+02,nan
12876,776.639,nan,nan,-1.30E+02,nan
12878,776.518,nan,nan,-1.30E+02,nan
12880,776.398,nan,nan,-1.30E+02,nan
12882,776.277,nan,nan,-1.30E+02,nan
12884,776.156,nan,nan,-1.30E+02,nan
12886,776.036,nan,nan,-1.30E+02,nan
12888,775.916,nan,nan,-1.30E+02,nan
12890,775.795,nan,nan,-1.30E+02,nan
12892,775.675,nan,nan,-1.30E+02,nan
12894,775.555,nan,nan,-1.30E+02,nan
12896,775.434,nan,nan,-1.30E+02,nan
12898,775.314,nan,nan,-1.30E+02,nan
12900,775.194,nan,nan,-1.30E+02,nan
12902,775.074,nan,nan,-1.30E+02,nan
12904,774.954,nan,nan,-1.30E+02,nan
12906,774.833,nan,nan,-1.30E+02,nan
12908,774.713,nan,nan,-1.30E+02,nan
12910,774.593,nan,nan,-1.30E+02,nan
12912,774.473,nan,nan,-1.30E+02,nan
12914,774.353,nan,nan,-1.30E+02,nan
12916,774.234,nan,nan,-1.30E+02,nan
12918,774.114,nan,nan,-1.30E+02,nan
12920,773.994,nan,nan,-1.29E+02,nan
12922,773.874,nan,nan,-1.29E+02,nan
12924,773.754,nan,nan,-1.29E+02,nan
12926,773.635,nan,nan,-1.29E+02,nan
12928,773.515,nan,nan,-1.29E+02,nan
12930,773.395,nan,nan,-1.29E+02,nan
12932,773.276,nan,nan,-1.29E+02,nan
12934,773.156,nan,nan,-1.29E+02,nan
12936,773.036,nan,nan,-1.29E+02,nan
12938,772.917,nan,nan,-1.29E+02,nan
12940,772.798,nan,nan,-1.29E+02,nan
12942,772.678,nan,nan,-1.29E+02,nan
12944,772.559,nan,nan,-1.29E+02,nan
12946,772.439,nan,nan,-1.29E+02,nan
12948,772.32,nan,nan,-1.29E+02,nan
12950,772.201,nan,nan,-1.29E+02,nan
12952,772.082,nan,nan,-1.29E+02,nan
12954,771.962,nan,nan,-1.29E+02,nan
12956,771.843,nan,nan,-1.29E+02,nan
12958,771.724,nan,nan,-1.29E+02,nan
12960,771.605,nan,nan,-1.29E+02,nan
12962,771.486,nan,nan,-1.29E+02,nan
12964,771.367,nan,nan,-1.29E+02,nan
12966,771.248,nan,nan,-1.29E+02,nan
12968,771.129,nan,nan,-1.29E+02,nan
12970,771.01,nan,nan,-1.28E+02,nan
12972,770.891,nan,nan,-1.28E+02,nan
12974,770.772,nan,nan,-1.28E+02,nan
12976,770.654,nan,nan,-1.28E+02,nan
12978,770.535,nan,nan,-1.28E+02,nan
12980,770.416,nan,nan,-1.28E+02,nan
12982,770.297,nan,nan,-1.28E+02,nan
12984,770.179,nan,nan,-1.28E+02,nan
12986,770.06,nan,nan,-1.28E+02,nan
12988,769.941,nan,nan,-1.28E+02,nan
12990,769.823,nan,nan,-1.28E+02,nan
12992,769.704,nan,nan,-1.28E+02,nan
12994,769.586,nan,nan,-1.28E+02,nan
12996,769.468,nan,nan,-1.28E+02,nan
12998,769.349,nan,nan,-1.28E+02,nan
13000,769.231,nan,nan,-1.28E+02,nan
13002,769.112,nan,nan,-1.28E+02,nan
13004,768.994,nan,nan,-1.28E+02,nan
13006,768.876,nan,nan,-1.28E+02,nan
13008,768.758,nan,nan,-1.28E+02,nan
13010,768.64,nan,nan,-1.28E+02,nan
13012,768.521,nan,nan,-1.28E+02,nan
13014,768.403,nan,nan,-1.28E+02,nan
13016,768.285,nan,nan,-1.28E+02,nan
13018,768.167,nan,nan,-1.28E+02,nan
13020,768.049,nan,nan,-1.28E+02,nan
13022,767.931,nan,nan,-1.28E+02,nan
13024,767.813,nan,nan,-1.28E+02,nan
13026,767.695,nan,nan,-1.28E+02,nan
13028,767.578,nan,nan,-1.28E+02,nan
13030,767.46,nan,nan,-1.28E+02,nan
13032,767.342,nan,nan,-1.28E+02,nan
13034,767.224,nan,nan,-1.28E+02,nan
13036,767.106,nan,nan,-1.28E+02,nan
13038,766.989,nan,nan,-1.28E+02,nan
13040,766.871,nan,nan,-1.28E+02,nan
13042,766.754,nan,nan,-1.28E+02,nan
13044,766.636,nan,nan,-1.28E+02,nan
13046,766.518,nan,nan,-1.28E+02,nan
13048,766.401,nan,nan,-1.28E+02,nan
13050,766.284,nan,nan,-1.28E+02,nan
13052,766.166,nan,nan,-1.28E+02,nan
13054,766.049,nan,nan,-1.28E+02,nan
13056,765.931,nan,nan,-1.28E+02,nan
13058,765.814,nan,nan,-1.28E+02,nan
13060,765.697,nan,nan,-1.28E+02,nan
13062,765.58,nan,nan,-1.28E+02,nan
13064,765.462,nan,nan,-1.28E+02,nan
13066,765.345,nan,nan,-1.28E+02,nan
13068,765.228,nan,nan,-1.27E+02,nan
13070,765.111,nan,nan,-1.27E+02,nan
13072,764.994,nan,nan,-1.27E+02,nan
13074,764.877,nan,nan,-1.27E+02,nan
13076,764.76,nan,nan,-1.27E+02,nan
13078,764.643,nan,nan,-1.27E+02,nan
13080,764.526,nan,nan,-1.27E+02,nan
13082,764.409,nan,nan,-1.27E+02,nan
13084,764.292,nan,nan,-1.27E+02,nan
13086,764.175,nan,nan,-1.27E+02,nan
13088,764.059,nan,nan,-1.27E+02,nan
13090,763.942,nan,nan,-1.27E+02,nan
13092,763.825,nan,nan,-1.27E+02,nan
13094,763.709,nan,nan,-1.27E+02,nan
13096,763.592,nan,nan,-1.27E+02,nan
13098,763.475,nan,nan,-1.27E+02,nan
13100,763.359,nan,nan,-1.27E+02,nan
13102,763.242,nan,nan,-1.26E+02,nan
13104,763.126,nan,nan,-1.26E+02,nan
13106,763.009,nan,nan,-1.26E+02,nan
13108,762.893,nan,nan,-1.26E+02,nan
13110,762.777,nan,nan,-1.26E+02,nan
13112,762.66,nan,nan,-1.26E+02,nan
13114,762.544,nan,nan,-1.26E+02,nan
13116,762.428,nan,nan,-1.26E+02,nan
13118,762.311,nan,nan,-1.26E+02,nan
13120,762.195,nan,nan,-1.26E+02,nan
13122,762.079,nan,nan,-1.26E+02,nan
13124,761.963,nan,nan,-1.26E+02,nan
13126,761.847,nan,nan,-1.26E+02,nan
13128,761.731,nan,nan,-1.26E+02,nan
13130,761.615,nan,nan,-1.26E+02,nan
13132,761.499,nan,nan,-1.26E+02,nan
13134,761.383,nan,nan,-1.26E+02,nan
13136,761.267,nan,nan,-1.26E+02,nan
13138,761.151,nan,nan,-1.25E+02,nan
13140,761.035,nan,nan,-1.25E+02,nan
13142,760.919,nan,nan,-1.25E+02,nan
13144,760.803,nan,nan,-1.25E+02,nan
13146,760.688,nan,nan,-1.25E+02,nan
13148,760.572,nan,nan,-1.25E+02,nan
13150,760.456,nan,nan,-1.25E+02,nan
13152,760.341,nan,nan,-1.25E+02,nan
13154,760.225,nan,nan,-1.25E+02,nan
13156,760.109,nan,nan,-1.25E+02,nan
13158,759.994,nan,nan,-1.25E+02,nan
13160,759.878,nan,nan,-1.25E+02,nan
13162,759.763,nan,nan,-1.25E+02,nan
13164,759.648,nan,nan,-1.25E+02,nan
13166,759.532,nan,nan,-1.25E+02,nan
13168,759.417,nan,nan,-1.25E+02,nan
13170,759.301,nan,nan,-1.25E+02,nan
13172,759.186,nan,nan,-1.24E+02,nan
13174,759.071,nan,nan,-1.24E+02,nan
13176,758.956,nan,nan,-1.24E+02,nan
13178,758.84,nan,nan,-1.24E+02,nan
13180,758.725,nan,nan,-1.24E+02,nan
13182,758.61,nan,nan,-1.24E+02,nan
13184,758.495,nan,nan,-1.24E+02,nan
13186,758.38,nan,nan,-1.24E+02,nan
13188,758.265,nan,nan,-1.24E+02,nan
13190,758.15,nan,nan,-1.24E+02,nan
13192,758.035,nan,nan,-1.24E+02,nan
13194,757.92,nan,nan,-1.24E+02,nan
13196,757.805,nan,nan,-1.24E+02,nan
13198,757.691,nan,nan,-1.24E+02,nan
13200,757.576,nan,nan,-1.24E+02,nan
13202,757.461,nan,nan,-1.24E+02,nan
13204,757.346,nan,nan,-1.24E+02,nan
13206,757.232,nan,nan,-1.24E+02,nan
13208,757.117,nan,nan,-1.23E+02,nan
13210,757.002,nan,nan,-1.23E+02,nan
13212,756.888,nan,nan,-1.23E+02,nan
13214,756.773,nan,nan,-1.23E+02,nan
13216,756.659,nan,nan,-1.23E+02,nan
13218,756.544,nan,nan,-1.23E+02,nan
13220,756.43,nan,nan,-1.23E+02,nan
13222,756.315,nan,nan,-1.23E+02,nan
13224,756.201,nan,nan,-1.23E+02,nan
13226,756.086,nan,nan,-1.23E+02,nan
13228,755.972,nan,nan,-1.23E+02,nan
13230,755.858,nan,nan,-1.23E+02,nan
13232,755.744,nan,nan,-1.23E+02,nan
13234,755.629,nan,nan,-1.23E+02,nan
13236,755.515,nan,nan,-1.23E+02,nan
13238,755.401,nan,nan,-1.23E+02,nan
13240,755.287,nan,nan,-1.23E+02,nan
13242,755.173,nan,nan,-1.23E+02,nan
13244,755.059,nan,nan,-1.23E+02,nan
13246,754.945,nan,nan,-1.23E+02,nan
13248,754.831,nan,nan,-1.23E+02,nan
13250,754.717,nan,nan,-1.23E+02,nan
13252,754.603,nan,nan,-1.23E+02,nan
13254,754.489,nan,nan,-1.23E+02,nan
13256,754.375,nan,nan,-1.23E+02,nan
13258,754.262,nan,nan,-1.23E+02,nan
13260,754.148,nan,nan,-1.23E+02,nan
13262,754.034,nan,nan,-1.22E+02,nan
13264,753.92,nan,nan,-1.22E+02,nan
13266,753.807,nan,nan,-1.22E+02,nan
13268,753.693,nan,nan,-1.22E+02,nan
13270,753.58,nan,nan,-1.22E+02,nan
13272,753.466,nan,nan,-1.22E+02,nan
13274,753.352,nan,nan,-1.22E+02,nan
13276,753.239,nan,nan,-1.22E+02,nan
13278,753.125,nan,nan,-1.22E+02,nan
13280,753.012,nan,nan,-1.22E+02,nan
13282,752.899,nan,nan,-1.22E+02,nan
13284,752.785,nan,nan,-1.22E+02,nan
13286,752.672,nan,nan,-1.22E+02,nan
13288,752.559,nan,nan,-1.22E+02,nan
13290,752.445,nan,nan,-1.22E+02,nan
13292,752.332,nan,nan,-1.22E+02,nan
13294,752.219,nan,nan,-1.22E+02,nan
13296,752.106,nan,nan,-1.22E+02,nan
13298,751.993,nan,nan,-1.22E+02,nan
13300,751.88,nan,nan,-1.22E+02,nan
13302,751.767,nan,nan,-1.22E+02,nan
13304,751.654,nan,nan,-1.22E+02,nan
13306,751.541,nan,nan,-1.21E+02,nan
13308,751.428,nan,nan,-1.21E+02,nan
13310,751.315,nan,nan,-1.21E+02,nan
13312,751.202,nan,nan,-1.21E+02,nan
13314,751.089,nan,nan,-1.21E+02,nan
13316,750.976,nan,nan,-1.21E+02,nan
13318,750.863,nan,nan,-1.21E+02,nan
13320,750.751,nan,nan,-1.21E+02,nan
13322,750.638,nan,nan,-1.21E+02,nan
13324,750.525,nan,nan,-1.21E+02,nan
13326,750.413,nan,nan,-1.21E+02,nan
13328,750.3,nan,nan,-1.21E+02,nan
13330,750.188,nan,nan,-1.20E+02,nan
13332,750.075,nan,nan,-1.20E+02,nan
13334,749.963,nan,nan,-1.20E+02,nan
13336,749.85,nan,nan,-1.20E+02,nan
13338,749.738,nan,nan,-1.20E+02,nan
13340,749.625,nan,nan,-1.20E+02,nan
13342,749.513,nan,nan,-1.20E+02,nan
13344,749.4,nan,nan,-1.20E+02,nan
13346,749.288,nan,nan,-1.20E+02,nan
13348,749.176,nan,nan,-1.20E+02,nan
13350,749.064,nan,nan,-1.19E+02,nan
13352,748.951,nan,nan,-1.19E+02,nan
13354,748.839,nan,nan,-1.19E+02,nan
13356,748.727,nan,nan,-1.19E+02,nan
13358,748.615,nan,nan,-1.19E+02,nan
13360,748.503,nan,nan,-1.19E+02,nan
13362,748.391,nan,nan,-1.19E+02,nan
13364,748.279,nan,nan,-1.19E+02,nan
13366,748.167,nan,nan,-1.19E+02,nan
13368,748.055,nan,nan,-1.19E+02,nan
13370,747.943,nan,nan,-1.19E+02,nan
13372,747.831,nan,nan,-1.19E+02,nan
13374,747.719,nan,nan,-1.18E+02,nan
13376,747.608,nan,nan,-1.18E+02,nan
13378,747.496,nan,nan,-1.18E+02,nan
13380,747.384,nan,nan,-1.18E+02,nan
13382,747.272,nan,nan,-1.18E+02,nan
13384,747.161,nan,nan,-1.18E+02,nan
13386,747.049,nan,nan,-1.18E+02,nan
13388,746.938,nan,nan,-1.18E+02,nan
13390,746.826,nan,nan,-1.18E+02,nan
13392,746.714,nan,nan,-1.18E+02,nan
13394,746.603,nan,nan,-1.18E+02,nan
13396,746.491,nan,nan,-1.18E+02,nan
13398,746.38,nan,nan,-1.18E+02,nan
13400,746.269,nan,nan,-1.18E+02,nan
13402,746.157,nan,nan,-1.18E+02,nan
13404,746.046,nan,nan,-1.18E+02,nan
13406,745.935,nan,nan,-1.18E+02,nan
13408,745.823,nan,nan,-1.18E+02,nan
13410,745.712,nan,nan,-1.18E+02,nan
13412,745.601,nan,nan,-1.18E+02,nan
13414,745.49,nan,nan,-1.18E+02,nan
13416,745.379,nan,nan,-1.18E+02,nan
